slug,page_url,page_title,page_type,cluster,priority,status,last_updated,notebook_url,source_materials,prompt_used,video_duration_target,video_duration_actual,youtube_video_id,youtube_url,yt_title,yt_description,yt_tags,yt_thumbnail_path,video_drive_id,yt_playlist,yt_chapters,embed_position,embed_status,schema_status,view_count_30d,clickthrough_30d,linkedin_post_text,linkedin_status,linkedin_scheduled_date,linkedin_url,linkedin_posted_date,notes
budgeting-creator-budget,/budgeting/creator-budget/,"How to Budget as a Content Creator (YouTube, TikTok, Instagram, Substack)",supporting,budgeting,2,draft,,,(see docs/notebooklm-sources/),(see docs/notebooklm-youtube-spec.md),3-4 min,2:57,neVVXgLThNk,https://youtu.be/neVVXgLThNk,How to Budget as a Content Creator | Able,"Platform payouts, brand deals, memberships, merch. Creator income arrives on nobody's schedule. Here is how to budget when your paycheck depends on an algorithm.

From Able — the budgeting app built for inconsistent income.

🔗 Read the full article: https://becomeable.app/budgeting/creator-budget/?utm_source=youtube&utm_medium=video&utm_campaign=budgeting

⏱ Chapters
00:00 Intro
00:08 The Problem
00:29 The Freeze
00:49 Floor-First Budgeting
01:14 Rule 1
01:37 Rule 3
02:01 The Traps
02:26 What Changes
02:49 Outro

📚 Floor-First Budgeting
Per-deposit allocation that pays your bills and taxes before any dollar gets to vote on dinner. Five rules:
1. Know your floor. Bills plus tax equal the amount you can't miss.
2. Every deposit fills the floor first.
3. Build your reserve before you spend.
4. One month ahead = Able.
5. Score reality, not the plan.

🎁 Try Able free for 30 days
https://becomeable.app?utm_source=youtube&utm_medium=video&utm_campaign=budgeting
$14.99/month or $129/year. Card required, no charge until day 31. Cancel anytime.

#FloorFirstBudgeting #VariableIncome #FreelanceMoney","Able, Able app, becomeable, Floor-First Budgeting, variable income, inconsistent income, budgeting for freelancers, 1099 budgeting, budgeting app, how to budget, freelance budget, self-employed budget",article-video/videos/budgeting-creator-budget/thumbnail.png,,Budgeting,"00:00 Intro
00:08 The Problem
00:29 The Freeze
00:49 Floor-First Budgeting
01:14 Rule 1
01:37 Rule 3
02:01 The Traps
02:26 What Changes
02:49 Outro",top,pending,pending,,,,,,,,
budgeting-designer-developer-budget,/budgeting/designer-developer-budget/,How to Budget as a Freelance Designer or Developer,supporting,budgeting,2,draft,,,(see docs/notebooklm-sources/),(see docs/notebooklm-youtube-spec.md),3-4 min,3:53,hG5Sirl38R0,https://youtu.be/hG5Sirl38R0,How to Budget as a Freelance Designer or Developer | Able,"Project-based income, net-60 invoices, and retainer gaps. Here is how to budget as a freelance designer or developer without going broke between projects.

From Able — the budgeting app built for inconsistent income.

🔗 Read the full article: https://becomeable.app/budgeting/designer-developer-budget/?utm_source=youtube&utm_medium=video&utm_campaign=budgeting

⏱ Chapters
00:00 Intro
00:10 The Problem
00:36 The Real Villain
01:07 The System
01:45 The Setup
02:31 Watch Out
03:11 The Payoff
03:45 Outro

📚 Floor-First Budgeting
Per-deposit allocation that pays your bills and taxes before any dollar gets to vote on dinner. Five rules:
1. Know your floor. Bills plus tax equal the amount you can't miss.
2. Every deposit fills the floor first.
3. Build your reserve before you spend.
4. One month ahead = Able.
5. Score reality, not the plan.

🎁 Try Able free for 30 days
https://becomeable.app?utm_source=youtube&utm_medium=video&utm_campaign=budgeting
$14.99/month or $129/year. Card required, no charge until day 31. Cancel anytime.

#FloorFirstBudgeting #VariableIncome #FreelanceMoney","Able, Able app, becomeable, Floor-First Budgeting, variable income, inconsistent income, budgeting for freelancers, 1099 budgeting, budgeting app, how to budget, freelance budget, self-employed budget",article-video/videos/budgeting-designer-developer-budget/thumbnail.png,,Budgeting,"00:00 Intro
00:10 The Problem
00:36 The Real Villain
01:07 The System
01:45 The Setup
02:31 Watch Out
03:11 The Payoff
03:45 Outro",top,pending,pending,,,,,,,,
budgeting-etsy-seller-budget,/budgeting/etsy-seller-budget/,How to Budget as an Etsy Seller or E-Commerce Business Owner,supporting,budgeting,2,draft,,,(see docs/notebooklm-sources/),(see docs/notebooklm-youtube-spec.md),3-4 min,3:09,0wbn6ylwZZk,https://youtu.be/0wbn6ylwZZk,How to Budget as an Etsy Seller or E-Commerce Owner | Able,"Seasonal sales, platform fees, inventory cash flow, and 1099-K surprises. Here is how to budget when your income is tied to Q4 and your costs hide in your warehouse.

From Able — the budgeting app built for inconsistent income.

🔗 Read the full article: https://becomeable.app/budgeting/etsy-seller-budget/?utm_source=youtube&utm_medium=video&utm_campaign=budgeting

⏱ Chapters
00:00 Intro
00:11 The Real Problem
00:33 The Five Leaks
01:05 The Allocation Order
01:36 The Q4 Trap
02:09 The Blindspot
02:34 When It Works
03:01 Outro

📚 Floor-First Budgeting
Per-deposit allocation that pays your bills and taxes before any dollar gets to vote on dinner. Five rules:
1. Know your floor. Bills plus tax equal the amount you can't miss.
2. Every deposit fills the floor first.
3. Build your reserve before you spend.
4. One month ahead = Able.
5. Score reality, not the plan.

🎁 Try Able free for 30 days
https://becomeable.app?utm_source=youtube&utm_medium=video&utm_campaign=budgeting
$14.99/month or $129/year. Card required, no charge until day 31. Cancel anytime.

#FloorFirstBudgeting #VariableIncome #FreelanceMoney","Able, Able app, becomeable, Floor-First Budgeting, variable income, inconsistent income, budgeting for freelancers, 1099 budgeting, budgeting app, how to budget, freelance budget, self-employed budget",article-video/videos/budgeting-etsy-seller-budget/thumbnail.png,,Budgeting,"00:00 Intro
00:11 The Real Problem
00:33 The Five Leaks
01:05 The Allocation Order
01:36 The Q4 Trap
02:09 The Blindspot
02:34 When It Works
03:01 Outro",top,pending,pending,,,,,,,,
budgeting-feast-or-famine,/budgeting/feast-or-famine/,The Feast or Famine Cycle (And How to Break It),supporting,budgeting,2,draft,,,(see docs/notebooklm-sources/),(see docs/notebooklm-youtube-spec.md),3-4 min,3:38,4hw-aqlJESU,https://youtu.be/4hw-aqlJESU,Feast or Famine Cycle: How to Break It as an Entrepreneur | Able,"Big month, dry month, panic, repeat. The feast or famine cycle is the defining pattern of self-employed income. Here is how to break it.

From Able — the budgeting app built for inconsistent income.

🔗 Read the full article: https://becomeable.app/budgeting/feast-or-famine/?utm_source=youtube&utm_medium=video&utm_campaign=budgeting

⏱ Chapters
00:00 Intro
00:08 The Pattern
00:40 The Truth
01:13 Three Reasons
01:42 The Move
02:13 Rule 3
02:51 The Shift
03:30 Outro

📚 Floor-First Budgeting
Per-deposit allocation that pays your bills and taxes before any dollar gets to vote on dinner. Five rules:
1. Know your floor. Bills plus tax equal the amount you can't miss.
2. Every deposit fills the floor first.
3. Build your reserve before you spend.
4. One month ahead = Able.
5. Score reality, not the plan.

🎁 Try Able free for 30 days
https://becomeable.app?utm_source=youtube&utm_medium=video&utm_campaign=budgeting
$14.99/month or $129/year. Card required, no charge until day 31. Cancel anytime.

#FloorFirstBudgeting #VariableIncome #FreelanceMoney","Able, Able app, becomeable, Floor-First Budgeting, variable income, inconsistent income, budgeting for freelancers, 1099 budgeting, budgeting app, how to budget, freelance budget, self-employed budget",article-video/videos/budgeting-feast-or-famine/thumbnail.png,,Budgeting,"00:00 Intro
00:08 The Pattern
00:40 The Truth
01:13 Three Reasons
01:42 The Move
02:13 Rule 3
02:51 The Shift
03:30 Outro",top,pending,pending,,,,,,,,
budgeting-freelancer-budget,/budgeting/freelancer-budget/,How to Budget as a Freelancer (Without Going Broke Between Invoices),supporting,budgeting,2,draft,,,(see docs/notebooklm-sources/),(see docs/notebooklm-youtube-spec.md),3-4 min,3:22,K35WZ8Xx4wE,https://youtu.be/K35WZ8Xx4wE,How to Budget as a Freelancer | Able,"Freelancing means chasing invoices, waiting on payment, and never knowing when the next check will clear. Here is how to budget when your income doesn't arrive on a schedule.

From Able — the budgeting app built for inconsistent income.

🔗 Read the full article: https://becomeable.app/budgeting/freelancer-budget/?utm_source=youtube&utm_medium=video&utm_campaign=budgeting

⏱ Chapters
00:00 Intro
00:10 The Problem
00:38 The Real Reason
01:17 The Method
01:42 Rule 1
02:12 Rule 3
02:41 The Outcome
03:15 Outro

📚 Floor-First Budgeting
Per-deposit allocation that pays your bills and taxes before any dollar gets to vote on dinner. Five rules:
1. Know your floor. Bills plus tax equal the amount you can't miss.
2. Every deposit fills the floor first.
3. Build your reserve before you spend.
4. One month ahead = Able.
5. Score reality, not the plan.

🎁 Try Able free for 30 days
https://becomeable.app?utm_source=youtube&utm_medium=video&utm_campaign=budgeting
$14.99/month or $129/year. Card required, no charge until day 31. Cancel anytime.

#FloorFirstBudgeting #VariableIncome #FreelanceMoney","Able, Able app, becomeable, Floor-First Budgeting, variable income, inconsistent income, budgeting for freelancers, 1099 budgeting, budgeting app, how to budget, freelance budget, self-employed budget",article-video/videos/budgeting-freelancer-budget/thumbnail.png,,Budgeting,"00:00 Intro
00:10 The Problem
00:38 The Real Reason
01:17 The Method
01:42 Rule 1
02:12 Rule 3
02:41 The Outcome
03:15 Outro",top,pending,pending,,,,,,,,
budgeting-pay-yourself-steady-paycheck,/budgeting/pay-yourself-steady-paycheck/,How to Pay Yourself a Steady Paycheck From an Unsteady Business,supporting,budgeting,2,draft,,,(see docs/notebooklm-sources/),(see docs/notebooklm-youtube-spec.md),3-4 min,4:09,1H452MSsLyo,https://youtu.be/1H452MSsLyo,How to Pay Yourself a Steady Paycheck From an Unsteady Business | Able,"Your income is lumpy. Your bills are not. Here is how to pay yourself a steady paycheck out of a business that pays you in unpredictable chunks.

From Able — the budgeting app built for inconsistent income.

🔗 Read the full article: https://becomeable.app/budgeting/pay-yourself-steady-paycheck/?utm_source=youtube&utm_medium=video&utm_campaign=budgeting

⏱ Chapters
00:00 Intro
00:09 The Problem
00:42 The Stakes
01:16 The Setup
01:48 Rule 1
02:20 Rule 2
02:50 Rule 3
03:26 The Outcome
04:01 Outro

📚 Floor-First Budgeting
Per-deposit allocation that pays your bills and taxes before any dollar gets to vote on dinner. Five rules:
1. Know your floor. Bills plus tax equal the amount you can't miss.
2. Every deposit fills the floor first.
3. Build your reserve before you spend.
4. One month ahead = Able.
5. Score reality, not the plan.

🎁 Try Able free for 30 days
https://becomeable.app?utm_source=youtube&utm_medium=video&utm_campaign=budgeting
$14.99/month or $129/year. Card required, no charge until day 31. Cancel anytime.

#FloorFirstBudgeting #VariableIncome #FreelanceMoney","Able, Able app, becomeable, Floor-First Budgeting, variable income, inconsistent income, budgeting for freelancers, 1099 budgeting, budgeting app, how to budget, freelance budget, self-employed budget",article-video/videos/budgeting-pay-yourself-steady-paycheck/thumbnail.png,,Budgeting,"00:00 Intro
00:09 The Problem
00:42 The Stakes
01:16 The Setup
01:48 Rule 1
02:20 Rule 2
02:50 Rule 3
03:26 The Outcome
04:01 Outro",top,pending,pending,,,,,,,,
budgeting-real-estate-agent-budget,/budgeting/real-estate-agent-budget/,"How to Budget as a Real Estate Agent (Commission Income, Chargebacks, Seasonality)",supporting,budgeting,2,draft,,,(see docs/notebooklm-sources/),(see docs/notebooklm-youtube-spec.md),3-4 min,3:38,Faou9iz32Ik,https://youtu.be/Faou9iz32Ik,How to Budget as a Real Estate Agent | Able,"Commission checks, dry stretches, chargebacks when deals fall through, brokerage splits. Here is how to budget when your paycheck depends on what closes this month.

From Able — the budgeting app built for inconsistent income.

🔗 Read the full article: https://becomeable.app/budgeting/real-estate-agent-budget/?utm_source=youtube&utm_medium=video&utm_campaign=budgeting

⏱ Chapters
00:00 Intro
00:11 The Problem
00:43 The Real Reason
01:17 The Five Buckets
01:53 The Setup
02:26 Rule 4
02:52 What Changes
03:30 Outro

📚 Floor-First Budgeting
Per-deposit allocation that pays your bills and taxes before any dollar gets to vote on dinner. Five rules:
1. Know your floor. Bills plus tax equal the amount you can't miss.
2. Every deposit fills the floor first.
3. Build your reserve before you spend.
4. One month ahead = Able.
5. Score reality, not the plan.

🎁 Try Able free for 30 days
https://becomeable.app?utm_source=youtube&utm_medium=video&utm_campaign=budgeting
$14.99/month or $129/year. Card required, no charge until day 31. Cancel anytime.

#FloorFirstBudgeting #VariableIncome #FreelanceMoney","Able, Able app, becomeable, Floor-First Budgeting, variable income, inconsistent income, budgeting for freelancers, 1099 budgeting, budgeting app, how to budget, freelance budget, self-employed budget",article-video/videos/budgeting-real-estate-agent-budget/thumbnail.png,,Budgeting,"00:00 Intro
00:11 The Problem
00:43 The Real Reason
01:17 The Five Buckets
01:53 The Setup
02:26 Rule 4
02:52 What Changes
03:30 Outro",top,pending,pending,,,,,,,,
budgeting-rideshare-driver-budget,/budgeting/rideshare-driver-budget/,"How to Budget for Uber, Lyft, and DoorDash Drivers",supporting,budgeting,2,draft,,,(see docs/notebooklm-sources/),(see docs/notebooklm-youtube-spec.md),3-4 min,3:24,P-osA2nWG7Q,https://youtu.be/P-osA2nWG7Q,"How to Budget as an Uber, Lyft, or DoorDash Driver | Able","Rideshare and delivery income is daily, weather-dependent, and hides vehicle costs. Here is how to budget when your paycheck is different every week.

From Able — the budgeting app built for inconsistent income.

🔗 Read the full article: https://becomeable.app/budgeting/rideshare-driver-budget/?utm_source=youtube&utm_medium=video&utm_campaign=budgeting

⏱ Chapters
00:00 Intro
00:12 The Problem
00:41 The Leak
01:05 The System
01:40 Taxes
02:16 Watch Out
02:47 The Result
03:15 Outro

📚 Floor-First Budgeting
Per-deposit allocation that pays your bills and taxes before any dollar gets to vote on dinner. Five rules:
1. Know your floor. Bills plus tax equal the amount you can't miss.
2. Every deposit fills the floor first.
3. Build your reserve before you spend.
4. One month ahead = Able.
5. Score reality, not the plan.

🎁 Try Able free for 30 days
https://becomeable.app?utm_source=youtube&utm_medium=video&utm_campaign=budgeting
$14.99/month or $129/year. Card required, no charge until day 31. Cancel anytime.

#FloorFirstBudgeting #VariableIncome #FreelanceMoney","Able, Able app, becomeable, Floor-First Budgeting, variable income, inconsistent income, budgeting for freelancers, 1099 budgeting, budgeting app, how to budget, freelance budget, self-employed budget",article-video/videos/budgeting-rideshare-driver-budget/thumbnail.png,,Budgeting,"00:00 Intro
00:12 The Problem
00:41 The Leak
01:05 The System
01:40 Taxes
02:16 Watch Out
02:47 The Result
03:15 Outro",top,pending,pending,,,,,,,,
business-emergency-fund,/business/emergency-fund/,Emergency Fund for Entrepreneurs: Why Three Months Isn't Enough,supporting,business,2,draft,,,(see docs/notebooklm-sources/),(see docs/notebooklm-youtube-spec.md),3-4 min,3:11,nCvIvVKcysk,https://youtu.be/nCvIvVKcysk,Emergency Fund for Entrepreneurs: Why 3 Months Isn't Enough | Able,"The standard advice is three to six months of expenses. For entrepreneurs with inconsistent income, that's not enough. Here is the real number and how to build it.

From Able — the budgeting app built for inconsistent income.

🔗 Read the full article: https://becomeable.app/business/emergency-fund/?utm_source=youtube&utm_medium=video&utm_campaign=business

⏱ Chapters
00:00 Intro
00:08 The Problem
00:30 The Target
01:04 What To Count
01:35 The Structure
02:02 The Build
02:33 The Shift
03:03 Outro

📚 Floor-First Budgeting
Per-deposit allocation that pays your bills and taxes before any dollar gets to vote on dinner. Five rules:
1. Know your floor. Bills plus tax equal the amount you can't miss.
2. Every deposit fills the floor first.
3. Build your reserve before you spend.
4. One month ahead = Able.
5. Score reality, not the plan.

🎁 Try Able free for 30 days
https://becomeable.app?utm_source=youtube&utm_medium=video&utm_campaign=business
$14.99/month or $129/year. Card required, no charge until day 31. Cancel anytime.

#FloorFirstBudgeting #VariableIncome #FreelanceMoney","Able, Able app, becomeable, Floor-First Budgeting, variable income, inconsistent income, budgeting for freelancers, 1099 budgeting, budgeting app, small business credit, emergency fund, business cash flow",article-video/videos/business-emergency-fund/thumbnail.png,,Business,"00:00 Intro
00:08 The Problem
00:30 The Target
01:04 What To Count
01:35 The Structure
02:02 The Build
02:33 The Shift
03:03 Outro",top,pending,pending,,,,,,,,
learn-improve-your-credit-score-automating-on-time-payments,/learn/improve-your-credit-score/automating-on-time-payments/,Automating on-time payments,supporting,learn-credit,2,draft,,,(see docs/notebooklm-sources/),(see docs/notebooklm-youtube-spec.md),3-4 min,2:19,51GuFv9SF9M,https://youtu.be/51GuFv9SF9M,Automating on-time payments | Able Learn,"Never miss a payment again. Payment history is 35% of your score. One missed payment can cost 60 to 110 points. Fix is simple: automate everything.

From Able — the budgeting app built for inconsistent income.

🔗 Read the full article: https://becomeable.app/learn/improve-your-credit-score/automating-on-time-payments/?utm_source=youtube&utm_medium=video&utm_campaign=learn-credit

⏱ Chapters
00:00 Intro
00:11 The Risk
00:29 Step 1
00:45 Step 2
01:01 Step 3
01:18 Step 4
01:36 Step 5
01:54 How Able Helps
02:10 Outro

📚 Floor-First Budgeting
Per-deposit allocation that pays your bills and taxes before any dollar gets to vote on dinner. Five rules:
1. Know your floor. Bills plus tax equal the amount you can't miss.
2. Every deposit fills the floor first.
3. Build your reserve before you spend.
4. One month ahead = Able.
5. Score reality, not the plan.

🎁 Try Able free for 30 days
https://becomeable.app?utm_source=youtube&utm_medium=video&utm_campaign=learn-credit
$14.99/month or $129/year. Card required, no charge until day 31. Cancel anytime.

#FloorFirstBudgeting #VariableIncome #FreelanceMoney","Able, Able app, becomeable, Floor-First Budgeting, variable income, inconsistent income, budgeting for freelancers, 1099 budgeting, budgeting app, credit score, improve credit, FICO score",article-video/videos/learn-improve-your-credit-score-automating-on-time-payments/thumbnail.png,,Learn — Improve Your Credit Score,"00:00 Intro
00:11 The Risk
00:29 Step 1
00:45 Step 2
01:01 Step 3
01:18 Step 4
01:36 Step 5
01:54 How Able Helps
02:10 Outro",top,pending,pending,,,,,,,,
learn-improve-your-credit-score-building-credit-from-scratch-or-scratch-again,/learn/improve-your-credit-score/building-credit-from-scratch-or-scratch-again/,Building credit from scratch (or scratch again),supporting,learn-credit,2,draft,,,(see docs/notebooklm-sources/),(see docs/notebooklm-youtube-spec.md),3-4 min,3:02,YEjaSca4tUk,https://youtu.be/YEjaSca4tUk,Building credit from scratch (or scratch again) | Able Learn,"Thin file or damaged credit starter kit. No credit history or a major hit? You rebuild from the foundation. Specific tools can get you to a 700+ score in 12 t

From Able — the budgeting app built for inconsistent income.

🔗 Read the full article: https://becomeable.app/learn/improve-your-credit-score/building-credit-from-scratch-or-scratch-again/?utm_source=youtube&utm_medium=video&utm_campaign=learn-credit

⏱ Chapters
00:00 Intro
00:08 The Plan
00:34 Step 1
00:55 Step 2
01:20 Steps 3 & 4
01:48 Month 6
02:09 Month 12
02:30 The Able Edge
02:53 Outro

📚 Floor-First Budgeting
Per-deposit allocation that pays your bills and taxes before any dollar gets to vote on dinner. Five rules:
1. Know your floor. Bills plus tax equal the amount you can't miss.
2. Every deposit fills the floor first.
3. Build your reserve before you spend.
4. One month ahead = Able.
5. Score reality, not the plan.

🎁 Try Able free for 30 days
https://becomeable.app?utm_source=youtube&utm_medium=video&utm_campaign=learn-credit
$14.99/month or $129/year. Card required, no charge until day 31. Cancel anytime.

#FloorFirstBudgeting #VariableIncome #FreelanceMoney","Able, Able app, becomeable, Floor-First Budgeting, variable income, inconsistent income, budgeting for freelancers, 1099 budgeting, budgeting app, credit score, improve credit, FICO score",article-video/videos/learn-improve-your-credit-score-building-credit-from-scratch-or-scratch-again/thumbnail.png,,Learn — Improve Your Credit Score,"00:00 Intro
00:08 The Plan
00:34 Step 1
00:55 Step 2
01:20 Steps 3 & 4
01:48 Month 6
02:09 Month 12
02:30 The Able Edge
02:53 Outro",top,pending,pending,,,,,,,,
learn-improve-your-credit-score-credit-mix-and-account-age,/learn/improve-your-credit-score/credit-mix-and-account-age/,Credit mix and account age,supporting,learn-credit,2,draft,,,(see docs/notebooklm-sources/),(see docs/notebooklm-youtube-spec.md),3-4 min,2:35,6KveUd-vMyo,https://youtu.be/6KveUd-vMyo,Credit mix and account age | Able Learn,"Why variety matters. The last 25% of your score comes from two smaller factors. Account age and credit mix.

From Able — the budgeting app built for inconsistent income.

🔗 Read the full article: https://becomeable.app/learn/improve-your-credit-score/credit-mix-and-account-age/?utm_source=youtube&utm_medium=video&utm_campaign=learn-credit

⏱ Chapters
00:00 Intro
00:07 The Score Breakdown
00:26 Factor 1 — Age
00:46 Rule 1
01:10 Rule 2
01:35 Factor 2 — Mix
02:01 The Long Game
02:27 Outro

📚 Floor-First Budgeting
Per-deposit allocation that pays your bills and taxes before any dollar gets to vote on dinner. Five rules:
1. Know your floor. Bills plus tax equal the amount you can't miss.
2. Every deposit fills the floor first.
3. Build your reserve before you spend.
4. One month ahead = Able.
5. Score reality, not the plan.

🎁 Try Able free for 30 days
https://becomeable.app?utm_source=youtube&utm_medium=video&utm_campaign=learn-credit
$14.99/month or $129/year. Card required, no charge until day 31. Cancel anytime.

#FloorFirstBudgeting #VariableIncome #FreelanceMoney","Able, Able app, becomeable, Floor-First Budgeting, variable income, inconsistent income, budgeting for freelancers, 1099 budgeting, budgeting app, credit score, improve credit, FICO score",article-video/videos/learn-improve-your-credit-score-credit-mix-and-account-age/thumbnail.png,,Learn — Improve Your Credit Score,"00:00 Intro
00:07 The Score Breakdown
00:26 Factor 1 — Age
00:46 Rule 1
01:10 Rule 2
01:35 Factor 2 — Mix
02:01 The Long Game
02:27 Outro",top,pending,pending,,,,,,,,
learn-improve-your-credit-score-disputing-errors-and-removing-collections,/learn/improve-your-credit-score/disputing-errors-and-removing-collections/,Disputing errors and removing collections,supporting,learn-credit,2,draft,,,(see docs/notebooklm-sources/),(see docs/notebooklm-youtube-spec.md),3-4 min,2:43,BaP7IfjVmgs,https://youtu.be/BaP7IfjVmgs,Disputing errors and removing collections | Able Learn,"Your credit report cleanup checklist. Errors and collections are the biggest anchors on most credit reports. Federal tools let you fight both effectively.

From Able — the budgeting app built for inconsistent income.

🔗 Read the full article: https://becomeable.app/learn/improve-your-credit-score/disputing-errors-and-removing-collections/?utm_source=youtube&utm_medium=video&utm_campaign=learn-credit

⏱ Chapters
00:00 Intro
00:10 First
00:29 Step 1
00:50 Steps 2 & 3
01:17 Step 4
01:40 Steps 5 & 6
02:08 Steps 7 & 8
02:35 Outro

📚 Floor-First Budgeting
Per-deposit allocation that pays your bills and taxes before any dollar gets to vote on dinner. Five rules:
1. Know your floor. Bills plus tax equal the amount you can't miss.
2. Every deposit fills the floor first.
3. Build your reserve before you spend.
4. One month ahead = Able.
5. Score reality, not the plan.

🎁 Try Able free for 30 days
https://becomeable.app?utm_source=youtube&utm_medium=video&utm_campaign=learn-credit
$14.99/month or $129/year. Card required, no charge until day 31. Cancel anytime.

#FloorFirstBudgeting #VariableIncome #FreelanceMoney","Able, Able app, becomeable, Floor-First Budgeting, variable income, inconsistent income, budgeting for freelancers, 1099 budgeting, budgeting app, credit score, improve credit, FICO score",article-video/videos/learn-improve-your-credit-score-disputing-errors-and-removing-collections/thumbnail.png,,Learn — Improve Your Credit Score,"00:00 Intro
00:10 First
00:29 Step 1
00:50 Steps 2 & 3
01:17 Step 4
01:40 Steps 5 & 6
02:08 Steps 7 & 8
02:35 Outro",top,pending,pending,,,,,,,,
learn-improve-your-credit-score-fico-vs-vantagescore,/learn/improve-your-credit-score/fico-vs-vantagescore/,FICO vs VantageScore,supporting,learn-credit,2,draft,,,(see docs/notebooklm-sources/),(see docs/notebooklm-youtube-spec.md),3-4 min,2:32,qLm8iCILUiQ,https://youtu.be/qLm8iCILUiQ,FICO vs VantageScore | Able Learn,"Why you have different scores. You have multiple credit scores and they aren't the same. Most free credit apps show VantageScore. Most real lenders pull FICO.

From Able — the budgeting app built for inconsistent income.

🔗 Read the full article: https://becomeable.app/learn/improve-your-credit-score/fico-vs-vantagescore/?utm_source=youtube&utm_medium=video&utm_campaign=learn-credit

⏱ Chapters
00:00 Intro
00:10 The Reality
00:33 Rule 1
00:54 Rule 2
01:16 The Gap
01:37 The Fix
01:55 The Connection
02:24 Outro

📚 Floor-First Budgeting
Per-deposit allocation that pays your bills and taxes before any dollar gets to vote on dinner. Five rules:
1. Know your floor. Bills plus tax equal the amount you can't miss.
2. Every deposit fills the floor first.
3. Build your reserve before you spend.
4. One month ahead = Able.
5. Score reality, not the plan.

🎁 Try Able free for 30 days
https://becomeable.app?utm_source=youtube&utm_medium=video&utm_campaign=learn-credit
$14.99/month or $129/year. Card required, no charge until day 31. Cancel anytime.

#FloorFirstBudgeting #VariableIncome #FreelanceMoney","Able, Able app, becomeable, Floor-First Budgeting, variable income, inconsistent income, budgeting for freelancers, 1099 budgeting, budgeting app, credit score, improve credit, FICO score",article-video/videos/learn-improve-your-credit-score-fico-vs-vantagescore/thumbnail.png,,Learn — Improve Your Credit Score,"00:00 Intro
00:10 The Reality
00:33 Rule 1
00:54 Rule 2
01:16 The Gap
01:37 The Fix
01:55 The Connection
02:24 Outro",top,pending,pending,,,,,,,,
learn-improve-your-credit-score-hard-vs-soft-inquiries,/learn/improve-your-credit-score/hard-vs-soft-inquiries/,Hard vs soft inquiries,supporting,learn-credit,2,draft,,,(see docs/notebooklm-sources/),(see docs/notebooklm-youtube-spec.md),3-4 min,2:41,AEam6LJfTu8,https://youtu.be/AEam6LJfTu8,Hard vs soft inquiries | Able Learn,"How to shop without wrecking your score. Every credit pull is either soft (no score impact) or hard (small temporary drop). Knowing the difference lets you sh

From Able — the budgeting app built for inconsistent income.

🔗 Read the full article: https://becomeable.app/learn/improve-your-credit-score/hard-vs-soft-inquiries/?utm_source=youtube&utm_medium=video&utm_campaign=learn-credit

⏱ Chapters
00:00 Intro
00:10 The Basics
00:28 Soft Inquiries
00:47 Hard Inquiries
01:05 Rule 1
01:26 Rule 2
01:52 Rule 3
02:11 The Timeline
02:33 Outro

📚 Floor-First Budgeting
Per-deposit allocation that pays your bills and taxes before any dollar gets to vote on dinner. Five rules:
1. Know your floor. Bills plus tax equal the amount you can't miss.
2. Every deposit fills the floor first.
3. Build your reserve before you spend.
4. One month ahead = Able.
5. Score reality, not the plan.

🎁 Try Able free for 30 days
https://becomeable.app?utm_source=youtube&utm_medium=video&utm_campaign=learn-credit
$14.99/month or $129/year. Card required, no charge until day 31. Cancel anytime.

#FloorFirstBudgeting #VariableIncome #FreelanceMoney","Able, Able app, becomeable, Floor-First Budgeting, variable income, inconsistent income, budgeting for freelancers, 1099 budgeting, budgeting app, credit score, improve credit, FICO score",article-video/videos/learn-improve-your-credit-score-hard-vs-soft-inquiries/thumbnail.png,,Learn — Improve Your Credit Score,"00:00 Intro
00:10 The Basics
00:28 Soft Inquiries
00:47 Hard Inquiries
01:05 Rule 1
01:26 Rule 2
01:52 Rule 3
02:11 The Timeline
02:33 Outro",top,pending,pending,,,,,,,,
